name,BCELoss,IsotonicBCE,Focal Loss,IsotonicFocal,Dice++Loss
1KJ,0.8980398,0.9611651,0.977765,0.983871,0.90169257
4YM,0.89579654,0.88372093,0.94728166,0.8115942,0.8873942
2VU,0.8957214,0.88372093,0.9648849,0.9,0.8963294
4WU,0.8944819,0.88372093,0.9609003,0.9,0.8921761
1G1,0.89606726,0.91818184,0.97997016,1.0,0.8959472
1G1,0.8990138,0.9611651,0.9756674,0.9535865,0.90112233
1BU,0.8934452,0.86538464,0.96653515,0.9535865,0.88881975
4M1,0.89771837,0.9611651,0.9794297,1.0,0.8937215
1G1,0.89602876,0.91818184,0.979965,1.0,0.89595556
2KM,0.895376,0.88372093,0.9699443,0.9535865,0.88643646
1HT,0.89426124,0.88372093,0.90837884,0.7586207,0.90008473
5VC,0.89835095,0.9611651,0.9764703,0.983871,0.90670395
6BB,0.8973639,0.9611651,0.96856135,0.9535865,0.8937827
1BC,0.8946696,0.88372093,0.96993357,0.9535865,0.88555247
6BB,0.8960951,0.91818184,0.9688738,0.9535865,0.8951412
3CF,0.89586085,0.91818184,0.97740185,0.983871,0.9018321
4YL,0.8971144,0.9611651,0.97246706,0.9535865,0.895836
1KW,0.89496344,0.88372093,0.97113985,0.9535865,0.88669664
1KW,0.89493185,0.88372093,0.9710084,0.9535865,0.88668823
4KM,0.89529836,0.88372093,0.9696695,0.9535865,0.8864228
1PW,0.8961563,0.91818184,0.9696054,0.9535865,0.8900125
2GG,0.89702284,0.9611651,0.96464956,0.9,0.8904108
1KW,0.8949292,0.88372093,0.9711581,0.9535865,0.8867063
1KW,0.89507556,0.88372093,0.9712715,0.9535865,0.8867171
1RT,0.89504194,0.88372093,0.97131044,0.9535865,0.8867017
4WR,0.89443064,0.88372093,0.9548731,0.9,0.8945572
1TN,0.8933316,0.86538464,0.48053366,0.3432836,0.8953454
4E5,0.89652944,0.91818184,0.96760166,0.9535865,0.89004695
4WR,0.89489555,0.88372093,0.9608191,0.9,0.8900143
3G8,0.8968132,0.91818184,0.96653414,0.9535865,0.89094776
b04,0.89888155,0.9611651,0.97726315,0.983871,0.90476644
b2d,0.8939571,0.88372093,0.9680339,0.9535865,0.8875925
b40,0.8961473,0.91818184,0.9551409,0.9,0.88598275
b44,0.89543617,0.88372093,0.9567263,0.9,0.8855604
bab,0.8944664,0.88372093,0.9569979,0.9,0.8826931
2VN,0.89884853,0.9611651,0.9353283,0.8115942,0.8924174
2VN,0.8929331,0.86538464,0.9317783,0.8115942,0.8809688
b2b,0.8914941,0.77319586,0.9456176,0.8115942,0.8742507
6EF,0.8967254,0.91818184,0.9684041,0.9535865,0.8305025
5IU,0.8968231,0.938778,0.9728555,0.9535865,0.8124141
6EF,0.8981367,0.9611651,0.9687449,0.9535865,0.89810944
6EF,0.89599884,0.91818184,0.97366905,0.9535865,0.82341266
6R3,0.89406914,0.88372093,0.92169017,0.8115942,0.88786244
b14,0.89534557,0.88372093,0.9040375,0.7586207,0.88164777
b15,0.89402825,0.88372093,0.92586476,0.8115942,0.8880664
b18,0.8939776,0.88372093,0.92532635,0.8115942,0.8881286
1FA,0.8916135,0.77319586,0.9477217,0.8115942,0.9024119
3eb,0.8913562,0.77319586,0.9451617,0.8115942,0.89996994
3eb,0.8914316,0.77319586,0.9452778,0.8115942,0.8999621
2qn,0.89191633,0.77319586,0.9480186,0.8115942,0.90120286
2pr,0.89571667,0.88372093,0.9679174,0.9535865,0.9005744
2g9,0.89137536,0.77319586,0.94467795,0.8115942,0.8999657
1z6,0.89409286,0.88372093,0.9645148,0.9,0.9016488
2g9,0.88916373,0.77319586,0.9362569,0.8115942,0.90184665
3l7,0.8923906,0.86538464,0.9477251,0.8115942,0.8989489
4mi,0.8906579,0.77319586,0.94478565,0.8115942,0.901161
3l7,0.89279205,0.86538464,0.9498404,0.8333333,0.8992641
3sy,0.8910576,0.77319586,0.94594777,0.8115942,0.8991676
1ex,0.89587665,0.91818184,0.96508247,0.9,0.89953244
1z6,0.89416134,0.88372093,0.96455824,0.9,0.9016787
4el,0.8915479,0.77319586,0.94507897,0.8115942,0.8999762
3s0,0.89129186,0.77319586,0.9451177,0.8115942,0.89996386
1kt,0.89564526,0.88372093,0.97386557,0.9535865,0.9008204
2qn,0.894273,0.88372093,0.9614428,0.9,0.9007467
4ej,0.8914198,0.77319586,0.9446904,0.8115942,0.89994955
1py,0.8951042,0.88372093,0.9629272,0.9,0.8992819
4mi,0.89209,0.77319586,0.9472506,0.8115942,0.89892405
2qn,0.8954097,0.88372093,0.9746414,0.9535865,0.90283304
3l7,0.8922141,0.77319586,0.9476306,0.8115942,0.8989662
1e1,0.89083475,0.77319586,0.94270724,0.8115942,0.8982211
3nc,0.89131147,0.77319586,0.9449061,0.8115942,0.8999449
4mr,0.891051,0.77319586,0.9448464,0.8115942,0.8990941
3bc,0.89124316,0.77319586,0.9449877,0.8115942,0.899976
3ms,0.89446676,0.88372093,0.962276,0.9,0.8990737
3mr,0.8943067,0.88372093,0.9612771,0.9,0.90070933
2gj,0.8936924,0.86538464,0.9666559,0.9535865,0.8984979
3t3,0.8913084,0.77319586,0.9444746,0.8115942,0.8999477
3mr,0.8943771,0.88372093,0.96182877,0.9,0.9000629
2qr,0.89161944,0.77319586,0.94200444,0.8115942,0.8978301
3g2,0.8911534,0.77319586,0.9424966,0.8115942,0.8998282
2qr,0.89143324,0.77319586,0.94507164,0.8115942,0.89994186
1gg,0.8931077,0.86538464,0.9504842,0.8333333,0.9016311
2qr,0.89145637,0.77319586,0.94289356,0.8115942,0.898546
3t3,0.89144385,0.77319586,0.94483715,0.8115942,0.89999187
3mt,0.8943572,0.88372093,0.96107745,0.9,0.8999589
3g2,0.8912391,0.77319586,0.94494015,0.8115942,0.89996547
3g2,0.8914297,0.77319586,0.94543517,0.8115942,0.9000008
3mt,0.8942857,0.88372093,0.9611564,0.9,0.8999489
3np,0.8918736,0.77319586,0.9479208,0.8115942,0.90119773
3np,0.89131856,0.77319586,0.94382215,0.8115942,0.89989513
1no,0.89336157,0.86538464,0.95498854,0.9,0.9015712
1c5,0.895738,0.88372093,0.9678555,0.9535865,0.9005555
2ql,0.8912906,0.77319586,0.94556016,0.8115942,0.9000073
1no,0.89332116,0.86538464,0.9550974,0.9,0.90158623
1k0,0.89655423,0.91818184,0.9753263,0.9535865,0.9032292
1hl,0.89313996,0.86538464,0.95050687,0.8333333,0.90163004
1k0,0.89532834,0.88372093,0.97438455,0.9535865,0.90137357
3np,0.8912776,0.77319586,0.9451691,0.8115942,0.8999587
1ax,0.8927914,0.86538464,0.9515464,0.84615386,0.90030444
3sy,0.89109254,0.77319586,0.9460506,0.8115942,0.899129
3l7,0.8914655,0.77319586,0.94538456,0.8115942,0.8999851
2g9,0.8921163,0.77319586,0.9439588,0.8115942,0.89799607
2g9,0.88902974,0.62068963,0.9429294,0.8115942,0.9017898
4el,0.89138097,0.77319586,0.9456963,0.8115942,0.8999891
1a8,0.8920955,0.77319586,0.94003826,0.8115942,0.9007034
3l7,0.89241576,0.86538464,0.9462307,0.8115942,0.8995638
4mi,0.8911665,0.77319586,0.946575,0.8115942,0.89916474
6gp,0.8931403,0.86538464,0.94916284,0.8333333,0.9016259
4mi,0.8911056,0.77319586,0.9460423,0.8115942,0.899129
2qn,0.8942146,0.88372093,0.96121436,0.9,0.9007172
1c8,0.8931875,0.86538464,0.9507232,0.8333333,0.90165967
1c8,0.8945681,0.88372093,0.9641004,0.9,0.90232027
1h5,0.8946105,0.88372093,0.9626376,0.9,0.90034366
3ms,0.8942644,0.88372093,0.9606338,0.9,0.90061766
1gf,0.89246863,0.86538464,0.94808125,0.8115942,0.8996612
2gm,0.8938518,0.88372093,0.96281284,0.9,0.8969573
7gp,0.8956032,0.88372093,0.9649134,0.9,0.897933
3ms,0.89437425,0.88372093,0.9617975,0.9,0.90004295
2am,0.89283824,0.86538464,0.954375,0.9,0.90079486
3ms,0.89144266,0.77319586,0.9450351,0.8115942,0.89993274
2qr,0.8913568,0.77319586,0.94506985,0.8115942,0.89995015
3g2,0.89038736,0.77319586,0.9492258,0.8333333,0.9025985
3g2,0.8911421,0.77319586,0.9426078,0.8115942,0.89981836
3mq,0.89217436,0.77319586,0.94687283,0.8115942,0.89893425
2of,0.89438,0.88372093,0.9615738,0.9,0.90003204
3mt,0.8941788,0.88372093,0.9621639,0.9,0.9000915
3t3,0.890918,0.77319586,0.9457812,0.8115942,0.89911693
8gp,0.8952269,0.88372093,0.96895164,0.9535865,0.90134346
2qr,0.89132553,0.77319586,0.9449689,0.8115942,0.8999403
1b4,0.8921958,0.77319586,0.94319546,0.8115942,0.9019462
3g2,0.8913676,0.77319586,0.94117665,0.8115942,0.89997494
3t3,0.8910265,0.77319586,0.9460235,0.8115942,0.8992191
3mr,0.8943558,0.88372093,0.96134126,0.9,0.8999905
3t3,0.8914234,0.77319586,0.94525003,0.8115942,0.89996773
3mt,0.8913573,0.77319586,0.94474167,0.8115942,0.89992607
4ek,0.8912673,0.77319586,0.94487387,0.8115942,0.8999391
1p2,0.8917654,0.77319586,0.94248885,0.8115942,0.8986327
1qm,0.89003164,0.77319586,0.9286459,0.8115942,0.89644116
4ek,0.89127564,0.77319586,0.94505876,0.8115942,0.89998025
2ql,0.8914143,0.77319586,0.94507706,0.8115942,0.8999709
1no,0.8902403,0.77319586,0.94752026,0.8115942,0.89721084
4mh,0.8912169,0.77319586,0.94642675,0.8115942,0.8992249
2py,0.8918038,0.77319586,0.93790233,0.8115942,0.89815366
4mh,0.8906165,0.77319586,0.9446536,0.8115942,0.9011613
4GP,0.8920829,0.77319586,0.9515966,0.84615386,0.89722955
1P2,0.89174247,0.77319586,0.9464797,0.8115942,0.89851105
5LR,0.89470166,0.88372093,0.9561973,0.9,0.89312124
1K0,0.8922465,0.77319586,0.94057757,0.8115942,0.90127856
5LR,0.8946191,0.88372093,0.95634264,0.9,0.89301324
2AV,0.8925458,0.86538464,0.93907535,0.8115942,0.9005693
6GP,0.8931403,0.86538464,0.9491625,0.8333333,0.9016259
1P2,0.8922151,0.77319586,0.9432799,0.8115942,0.89831334
2AT,0.8942524,0.88372093,0.9616654,0.9,0.90184367
2AW,0.8927655,0.86538464,0.93967324,0.8115942,0.90058124
2ZB,0.8942244,0.88372093,0.9632052,0.9,0.90258783
1L6,0.88988125,0.77319586,0.93275315,0.8115942,0.89699906
2EC,0.8928926,0.86538464,0.9414739,0.8115942,0.8992783
1K0,0.89271927,0.86538464,0.9437614,0.8115942,0.9027999
1L5,0.8925874,0.86538464,0.93707204,0.8115942,0.9005098
1P2,0.89183235,0.77319586,0.9422433,0.8115942,0.8986694
2AZ,0.89301044,0.86538464,0.9401558,0.8115942,0.9006812
2FE,0.8910757,0.77319586,0.94503903,0.8115942,0.8989974
3MT,0.89130944,0.77319586,0.9441119,0.8115942,0.89993566
3MT,0.8914602,0.77319586,0.94533044,0.8115942,0.8999843
5GP,0.89203906,0.77319586,0.9515175,0.845744,0.89717954
2AS,0.89241356,0.86538464,0.93561226,0.8115942,0.9004883
2QN,0.89266086,0.86538464,0.94543165,0.8115942,0.8985481
3BD,0.89140797,0.77319586,0.944662,0.8115942,0.89979994
3BD,0.8913658,0.77319586,0.94465744,0.8115942,0.8998172
4BQ,0.89085275,0.77319586,0.917357,0.7586207,0.89848346
3CU,0.89194936,0.77319586,0.94743454,0.8115942,0.9011923
1KT,0.8911611,0.77319586,0.9407392,0.8115942,0.89974946
b18,0.8899007,0.77319586,0.93262154,0.8115942,0.8968882
b1c,0.89312595,0.86538464,0.9173547,0.7586207,0.89834046
b99,0.8898469,0.77319586,0.93066245,0.8115942,0.8964962
b99,0.8909135,0.77319586,0.9200367,0.7586207,0.89858633
b99,0.8908432,0.77319586,0.91956145,0.7586207,0.89858043
b9c,0.89001346,0.77319586,0.93020177,0.8115942,0.8964844
b9f,0.88999313,0.77319586,0.93200904,0.8115942,0.89692897
ba0,0.8902818,0.77319586,0.919998,0.7586207,0.89865446
3A0,0.89769953,0.9611651,0.9763663,0.983871,0.90298456
4DE,0.89660794,0.91818184,0.976036,0.9535865,0.89556724
4G1,0.8968863,0.9611651,0.9782121,1.0,0.9045086
4P6,0.8979347,0.9611651,0.9766707,0.983871,0.89939153
4EN,0.8979639,0.9611651,0.9765414,0.983871,0.89924383
n56,0.0005408876,0.0,0.21208803,0.2682927,0.0039367084
n66,0.79646164,0.31578952,0.8772377,0.66927314,0.06635159
n6a,0.00046329177,0.0,0.32841745,0.3432836,0.0063104527
n7a,0.00053530635,0.0,0.4870381,0.47058824,0.005152427
n7c,0.0010503217,0.027272727,0.6802208,0.52272725,0.057732753
b34,0.8980453,0.9611651,0.97679114,0.983871,0.89949995
na0,0.00053606916,0.0,0.5016568,0.47058824,0.005440253
na1,0.8981008,0.9611651,0.96038216,0.9,0.8152413
6K2,0.8956706,0.88372093,0.9600553,0.9,0.8933592
3ta,0.89501196,0.88372093,0.9807587,1.0,0.89670545
2p3,0.89615005,0.91818184,0.9806671,1.0,0.88572633
6k2,0.89632654,0.91818184,0.9783723,1.0,0.8951629
4YG,0.89450616,0.88372093,0.9798339,1.0,0.8933764
5VK,0.89768195,0.9611651,0.9802563,1.0,0.88880664
6OA,0.89664394,0.91818184,0.9800183,1.0,0.89113957
4DR,0.895944,0.91818184,0.9721676,0.9535865,0.88900304
4YG,0.8945832,0.88372093,0.9784862,1.0,0.8911823
4DR,0.8959377,0.91818184,0.9722465,0.9535865,0.8889844
4YG,0.8869623,0.62068963,0.9784535,1.0,0.8949816
2AE,0.8971575,0.9611651,0.97847897,1.0,0.8929428
4DS,0.8959755,0.91818184,0.9717077,0.9535865,0.8889665
4YF,0.8970781,0.9611651,0.9789726,1.0,0.89609206
7C8,0.8969765,0.9611651,0.9730497,0.9535865,0.891255
6H9,0.89342296,0.86538464,0.97487384,0.9535865,0.89503795
5CA,0.8945551,0.88372093,0.97899616,1.0,0.8878269
5VX,0.8986796,0.9611651,0.90973085,0.7586207,0.8973765
5VX,0.8984061,0.9611651,0.9018013,0.7586207,0.89776766
5VX,0.8889486,0.62068963,0.96771115,0.9535865,0.8961556
5VX,0.8933648,0.86538464,0.9624611,0.9,0.89119506
6K2,0.8963264,0.91818184,0.9783723,1.0,0.8951629
5CA,0.8976542,0.9611651,0.98085093,1.0,0.8922688
6HA,0.8942873,0.88372093,0.97397995,0.9535865,0.8922654
6H9,0.89420885,0.88372093,0.9738971,0.9535865,0.892279
6H9,0.89324903,0.86538464,0.9766514,0.983871,0.8911342
4YF,0.89575803,0.88372093,0.9783811,1.0,0.8923605
5YM,0.89604527,0.91818184,0.9796153,1.0,0.89072347
3SI,0.8955763,0.88372093,0.98053116,1.0,0.8942175
3TA,0.89738137,0.9611651,0.9806773,1.0,0.8920621
5GJ,0.8962003,0.91818184,0.9804545,1.0,0.89436436
2DW,0.89077127,0.77319586,0.97645664,0.983871,0.89268404
5YM,0.8963551,0.91818184,0.9806563,1.0,0.8946687
3TB,0.896148,0.91818184,0.9806834,1.0,0.8857646
3SI,0.89764297,0.9611651,0.98074865,1.0,0.89107174
5VK,0.8950429,0.88372093,0.9804497,1.0,0.88883793
7KH,0.89721185,0.9611651,0.94910175,0.8333333,0.88645285
b02,0.8956524,0.88372093,0.9805384,1.0,0.8942324
b10,0.89111155,0.77319586,0.951876,0.84615386,0.89486444
b30,0.89764553,0.9611651,0.9802619,1.0,0.8888652
2YF,0.895347,0.88372093,0.9727401,0.9535865,0.899076
2YG,0.8949672,0.88372093,0.9738361,0.9535865,0.9025185
2YB,0.89834344,0.9611651,0.9791621,1.0,0.8886868
b16,0.8952012,0.88372093,0.9729724,0.9535865,0.8989452
b18,0.89521444,0.88372093,0.9729134,0.9535865,0.89900196
b48,0.89525145,0.88372093,0.9730163,0.9535865,0.8989352
5E6,0.8918223,0.77319586,0.97443557,0.9535865,0.89098483
6gv,0.89474076,0.88372093,0.9792331,1.0,0.89228135
6gw,0.89868355,0.9611651,0.9800914,1.0,0.89720494
3ry,0.8954652,0.88372093,0.9809285,1.0,0.89636487
6gw,0.8969397,0.9611651,0.9769745,0.983871,0.8979871
3SE,0.8932398,0.86538464,0.9753659,0.9535865,0.88359183
3Q3,0.8929475,0.86538464,0.9786581,1.0,0.87320125
3Q3,0.89375156,0.87281626,0.97961605,1.0,0.86955965
4RL,0.89479756,0.88372093,0.9804318,1.0,0.8903402
4OO,0.89441705,0.88372093,0.9746333,0.9535865,0.89588934
3SJ,0.8947027,0.88372093,0.9653872,0.9,0.88764006
4OO,0.8950455,0.88372093,0.979917,1.0,0.8935629
4Z4,0.89297014,0.86538464,0.978663,1.0,0.87297827
3PA,0.8929868,0.86538464,0.9793036,1.0,0.8660233
3D2,0.89773947,0.9611651,0.9752906,0.9535865,0.88884974
4Z4,0.8933132,0.86538464,0.9791541,1.0,0.87217546
3PA,0.89657915,0.91818184,0.97724724,0.983871,0.8968286
2OB,0.8946419,0.88372093,0.97852284,1.0,0.8905702
5IY,0.8967138,0.91818184,0.980124,1.0,0.8922227
4X0,0.89647263,0.91818184,0.97718334,0.983871,0.8783319
5LK,0.89654195,0.91818184,0.97720796,0.983871,0.88106346
4X0,0.8954416,0.88372093,0.9780688,1.0,0.88102025
5IY,0.89612067,0.91818184,0.9803273,1.0,0.8905603
5ZV,0.8958806,0.91818184,0.97597027,0.9535865,0.88227844
4P2,0.8941656,0.88372093,0.97945374,1.0,0.8937644
6H6,0.89480394,0.88372093,0.964906,0.9,0.89663994
4RP,0.89534986,0.88372093,0.97648877,0.983871,0.89021784
5ZV,0.89517957,0.88372093,0.97788155,0.983871,0.8957168
4WZ,0.8962643,0.91818184,0.97427547,0.9535865,0.8885907
5ZV,0.8959347,0.91818184,0.9755368,0.9535865,0.8821354
4OP,0.89740306,0.9611651,0.97971743,1.0,0.89220333
4X0,0.89546156,0.88372093,0.97628945,0.9670502,0.8937099
5IY,0.89649934,0.91818184,0.9801553,1.0,0.89361244
4X0,0.89666003,0.91818184,0.9787562,1.0,0.8942766
3SL,0.8934631,0.86538464,0.97542655,0.9535865,0.8837052
4P2,0.8930691,0.86538464,0.9762673,0.9605117,0.88882524
6JY,0.8911051,0.77319586,0.9801813,1.0,0.8943787
2ZL,0.89610285,0.91818184,0.97469217,0.9535865,0.8863001
2OB,0.89511055,0.88372093,0.9735737,0.9535865,0.886764
4OP,0.89421535,0.88372093,0.9767612,0.983871,0.8958147
5IY,0.8960951,0.91818184,0.9803413,1.0,0.89061093
3Q6,0.8924081,0.86538464,0.97933537,1.0,0.87032133
5KO,0.89523816,0.88372093,0.97619575,0.9535865,0.88726836
2OB,0.89474875,0.88372093,0.978518,1.0,0.8905282
2ZL,0.8959266,0.91818184,0.9741824,0.9535865,0.8776563
6JY,0.8901421,0.77319586,0.98000973,1.0,0.89082605
4RP,0.8954989,0.88372093,0.979621,1.0,0.8946593
4WZ,0.8942951,0.88372093,0.97674507,0.983871,0.89582163
5LF,0.8944218,0.88372093,0.9724224,0.9535865,0.8955174
3Q6,0.8937809,0.88372093,0.97846323,1.0,0.86699086
5LK,0.89565426,0.88372093,0.9754239,0.9535865,0.88797414
2ZL,0.89603597,0.91818184,0.97509456,0.9535865,0.88494354
4P1,0.8935997,0.86538464,0.98008907,1.0,0.89540577
5IY,0.8965694,0.91818184,0.979451,1.0,0.8922502
4OP,0.8958825,0.91818184,0.97577953,0.9535865,0.89318216
5ZU,0.8957959,0.88372093,0.9757213,0.9535865,0.88226515
4RD,0.89618224,0.91818184,0.9768481,0.983871,0.8892043
5ZU,0.8975263,0.9611651,0.9773498,0.983871,0.8876013
4WZ,0.8961473,0.91818184,0.97495997,0.9535865,0.8884465
3AS,0.8981279,0.9611651,0.97953576,1.0,0.8987843
6IS,0.8956695,0.88372093,0.96479946,0.9,0.8942241
3BY,0.8981607,0.9611651,0.9714523,0.9535865,0.89362824
4P2,0.89396554,0.88372093,0.979954,1.0,0.8903062
4RD,0.8952753,0.88372093,0.9784136,1.0,0.89225173
5ZV,0.88895255,0.62068963,0.97953653,1.0,0.8707663
4RD,0.8959265,0.91818184,0.9785498,1.0,0.8933233
5J3,0.8941892,0.88372093,0.97429955,0.9535865,0.89623356
6H7,0.89294297,0.86538464,0.8005909,0.52272725,0.8763705
6H7,0.8959769,0.91818184,0.95986164,0.9,0.89649826
6JY,0.8945317,0.88372093,0.9801895,1.0,0.89106095
4P3,0.8945926,0.88372093,0.9790956,1.0,0.8965124
4P1,0.8954143,0.88372093,0.9789242,1.0,0.8957468
5LK,0.89567727,0.88372093,0.975109,0.9535865,0.8879497
4WZ,0.89595383,0.91818184,0.9758808,0.9535865,0.89318997
6H7,0.8955244,0.88372093,0.9753831,0.9535865,0.89701164
4OO,0.89612204,0.91818184,0.97483665,0.9535865,0.88839054
3ON,0.8944035,0.88372093,0.9782064,1.0,0.86728823
5F4,0.89682657,0.9461977,0.97679013,0.983871,0.88588005
3PU,0.8949041,0.88372093,0.97139335,0.9535865,0.8707602
5HZ,0.8940494,0.88372093,0.97927254,1.0,0.85928816
3RY,0.893998,0.88372093,0.9802476,1.0,0.8634992
3R6,0.89758146,0.9611651,0.968714,0.9535865,0.8827741
5F4,0.8939695,0.88372093,0.97775936,0.983871,0.8777146
3R6,0.8968601,0.9611651,0.9721165,0.9535865,0.8915419
3PU,0.8942974,0.88372093,0.97016937,0.9535865,0.89169955
3LQ,0.88979024,0.77319586,0.9717995,0.9535865,0.8804474
5HZ,0.8941849,0.88372093,0.97832096,1.0,0.86988753
4RO,0.89712185,0.9611651,0.97946143,1.0,0.8913036
5N7,0.8968042,0.91818184,0.97616994,0.9535865,0.88171256
3Q3,0.89289004,0.86538464,0.9793498,1.0,0.87308306
4RM,0.8948563,0.88372093,0.98031235,1.0,0.89045876
3LQ,0.8965831,0.91818184,0.9373037,0.8115942,0.8805848
5F4,0.89652365,0.91818184,0.9786719,1.0,0.8885709
3PV,0.8961564,0.91818184,0.9739545,0.9535865,0.8748832
7VS,0.89843744,0.9611651,0.9745534,0.9535865,0.88018227
7VS,0.898363,0.9611651,0.9746995,0.9535865,0.8802599
7EQ,0.8963562,0.91818184,0.95553625,0.9,0.86553925
7EQ,0.89577454,0.88372093,0.9715337,0.9535865,0.87909603
6H9,0.8979521,0.9611651,0.9755697,0.9535865,0.8925012
7ER,0.89157414,0.77319586,0.9795808,1.0,0.8990551
b00,0.89658135,0.91818184,0.9707656,0.9535865,0.8856295
b0f,0.8974115,0.9611651,0.9729164,0.9535865,0.8921434
b2a,0.8953901,0.88372093,0.97397286,0.9535865,0.8944278
3C7,0.891136,0.77319586,0.9794398,1.0,0.8912118
5GL,0.89564294,0.88372093,0.9797594,1.0,0.89726657
3C7,0.8936074,0.86538464,0.9799472,1.0,0.8927245
3C7,0.8936089,0.86538464,0.97994345,1.0,0.89273226
3QE,0.8961249,0.91818184,0.98091894,1.0,0.89427674
b10,0.8935587,0.86538464,0.97996145,1.0,0.8928383
b4a,0.8950949,0.88372093,0.9781634,1.0,0.90049624
b54,0.8919906,0.77319586,0.9787128,1.0,0.8995482
b55,0.8951521,0.88372093,0.9782124,1.0,0.90048563
2WM,0.8948265,0.88372093,0.8973255,0.68421054,0.8742436
4D6,0.89593613,0.91818184,0.947338,0.8115942,0.88686824
4D7,0.8965935,0.91818184,0.94387585,0.8115942,0.8884252
4D7,0.8967212,0.91818184,0.94195324,0.8115942,0.8884831
4D6,0.89694977,0.9611651,0.9412259,0.8115942,0.8867409
4D6,0.8970395,0.9611651,0.937916,0.8115942,0.88704395
4D6,0.8965782,0.91818184,0.94250697,0.8115942,0.8885314
2WM,0.89629227,0.91818184,0.96583796,0.9535865,0.8823615
2WM,0.8940089,0.88372093,0.9481488,0.8115942,0.88546205
4D6,0.8965738,0.91818184,0.9430762,0.8115942,0.8885007
b0d,0.8947692,0.88372093,0.9082803,0.7586207,0.8742146
b2d,0.89677775,0.91818184,0.9444105,0.8115942,0.88847303
b31,0.8949226,0.88372093,0.9068007,0.7586207,0.87421465
5NC,0.89655787,0.91818184,0.979202,1.0,0.8899092
2B4,0.8976716,0.9611651,0.9751579,0.9535865,0.8969666
5tz,0.8980608,0.9611651,0.9696092,0.9535865,0.8979738
2QZ,0.8994873,0.9611651,0.95395696,0.8949774,0.90723455
4HK,0.89707935,0.9611651,0.976541,0.983871,0.90449154
2VG,0.89786047,0.9611651,0.9740408,0.9535865,0.9079329
6JX,0.896764,0.91818184,0.97680306,0.983871,0.90562207
7DF,0.89679,0.91818184,0.9803535,1.0,0.89974356
7DF,0.89704895,0.9611651,0.97940516,1.0,0.90363383
1H4,0.89790547,0.9611651,0.9798978,1.0,0.90086246
1BC,0.89745414,0.9611651,0.9760265,0.9535865,0.8992355
7L1,0.8937054,0.86538464,0.9664877,0.9535865,0.90005124
2NQ,0.8984138,0.9611651,0.964112,0.9,0.89995515
5JR,0.8985367,0.9611651,0.9729,0.9535865,0.8998855
6KW,0.8972446,0.9611651,0.9766301,0.983871,0.90503585
1XN,0.8964823,0.91818184,0.9750284,0.9535865,0.9024843
5ZI,0.8968529,0.9611651,0.9770493,0.983871,0.90522504
6KW,0.8970283,0.9611651,0.97607124,0.9535865,0.9046445
4HK,0.8977644,0.9611651,0.97628117,0.96460706,0.9059892
6KW,0.8968912,0.9611651,0.9768265,0.983871,0.90795714
2QZ,0.89716715,0.9611651,0.9741979,0.9535865,0.8980884
6K9,0.89706624,0.9611651,0.97633773,0.98128724,0.90473735
6KW,0.8967689,0.91818184,0.9768397,0.983871,0.9056706
6KV,0.896894,0.9611651,0.97682935,0.983871,0.9079562
5ZK,0.8967938,0.91818184,0.97716355,0.983871,0.90483356
6JW,0.8971531,0.9611651,0.9765322,0.983871,0.9049017
5ZF,0.8966612,0.91818184,0.9770801,0.983871,0.90528834
1QH,0.89816874,0.9611651,0.98002887,1.0,0.906043
3WP,0.8943566,0.88372093,0.9510475,0.8333333,0.8977479
6K9,0.89720774,0.9611651,0.97626287,0.95921105,0.9048949
b47,0.89649034,0.91818184,0.9764187,0.983871,0.9051307
b48,0.8988467,0.9611651,0.9772954,0.983871,0.9054895
b49,0.89681315,0.91818184,0.97730094,0.983871,0.9053607
5AF,0.89807916,0.9611651,0.9400755,0.8115942,0.8859912
2YP,0.8979741,0.9611651,0.933188,0.8115942,0.88806736
4AF,0.89820224,0.9611651,0.9751695,0.9535865,0.89470726
n02,0.00078733574,0.027272727,0.6113211,0.5,0.59690523
n2d,0.8935062,0.86538464,0.96674925,0.9535865,0.882135
n2e,0.89631075,0.91818184,0.96054053,0.9,0.86392117
n31,0.8944982,0.88372093,0.9216802,0.8115942,0.8787193
n4f,0.20353676,0.075630255,0.7877941,0.52272725,0.2561152
n52,0.0007667786,0.027272727,0.58111656,0.5,0.5692255
n53,0.2850659,0.075630255,0.82169247,0.52272725,0.8990623
n56,0.00048360514,0.0,0.1733758,0.2682927,0.0787058
n72,0.0005295572,0.0,0.2015801,0.2682927,0.1994599
n74,0.04205548,0.05882353,0.7031117,0.52272725,0.89155394
n79,0.00057268224,0.0,0.20306432,0.2682927,0.43645975
n82,0.0007968746,0.027272727,0.61811656,0.5,0.60918105
n84,0.0005264151,0.0,0.22930562,0.3432836,0.507645
n84,0.00071940856,0.027272727,0.25331742,0.3432836,0.86640495
n84,0.0007490937,0.027272727,0.55679023,0.5,0.46756834
n84,0.0009301814,0.027272727,0.79971516,0.52272725,0.87853456
n85,0.01962568,0.035714287,0.54750884,0.5,0.86638564
n85,0.22410934,0.075630255,0.777422,0.52272725,0.8958267
n85,0.0006966454,0.027272727,0.7492822,0.52272725,0.8410618
n85,0.0008607567,0.027272727,0.34583142,0.3432836,0.8609732
n87,0.00069059874,0.0,0.14125547,0.13513513,0.01388472
n87,0.0006648559,0.0,0.27955952,0.3432836,0.018307438
